district,address,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Putuo,怒江路131弄2号,6000.0,2,0,1,0,52,0,public housing,residential,0,1,1,1,0,0,0,0,3
Changning,定西路680号,6000.0,1,1,1,0,45,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,淮海中路1487弄34号,6000.0,1,0,1,1,20,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,马当路278弄72号,6000.0,1,1,1,0,48,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Huangpu,新昌路119弄16号,6000.0,1,1,1,0,35,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,海防路100弄5号,6000.0,1,1,1,0,50,0,attached lane house,residential,0,1,1,1,1,0,0,0,4
Jing'an,泰兴路227弄1号,6000.0,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,双峰路3号,6000.0,1,0,1,0,42,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,安顺路231弄34号,6000.0,1,1,1,0,50,0,public housing,residential,0,1,0,0,1,0,0,0,2
Pudong,浦东南路1475号,6000.0,2,1,1,0,35,0,public housing,residential,0,1,1,0,1,0,0,0,3
Huangpu,新闸路280弄,6000.0,1,1,1,0,40,0,public housing,residential,1,0,0,0,0,0,0,0,1
Pudong,锦绣路33338弄,6006.0,2,2,1,0,88,0,attached lane house,residential,0,1,1,0,1,1,0,0,4
Baoshan,志丹路501弄2号,6100.0,2,1,1,0,56,0,detached lane house,residential,0,1,1,1,1,1,0,0,5
Huangpu,淡水路227号,6100.0,1,1,1,0,40,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Changning,华山路1006弄21号,6200.0,1,0,1,0,34,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Changning,法华镇路660弄39号,6200.0,1,0,1,0,33,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,安顺路181弄19号,6200.0,2,0,1,0,56,0,public housing,residential,0,1,1,0,1,1,0,0,4
Putuo,梅岭北路1001弄1号,6200.0,2,1,1,0,55,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,淮海中路1487弄35号,6200.0,1,1,1,0,30,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,安福路228弄1号,6200.0,1,0,1,0,20,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,陕西北路414号,6200.0,1,1,1,0,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,利西路47弄31号,6200.0,1,1,1,0,40,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,岳阳路195弄19号,6200.0,1,1,1,0,50,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Changning,剑河路2001弄30号,6200.0,2,1,1,0,52,0,public housing,residential,1,1,1,0,0,0,0,0,3
Xuhui,中山南路918弄180号,6200.0,1,0,1,0,35,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,黄陂南路596弄3号,6200.0,1,1,1,0,40,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,康健路3号,6200.0,1,0,1,0,32,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,虹桥路996弄97号,6200.0,1,1,1,0,36,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,愚园路花园洋房,6200.0,1,1,1,0,40,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Huangpu,铁道路776弄10号,6200.0,1,0,1,0,35,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,东安路86弄1号,6200.0,1,0,1,0,36,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,建国西路56弄24号,6200.0,1,1,1,0,45,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,延安西路649弄125号,6200.0,1,1,1,0,42,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,永康路,6200.0,1,1,1,0,31,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Changning,新华路370弄20号,6200.0,2,0,1,0,56,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,虹桥路996弄99号,6200.0,1,1,1,0,1,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,天钥桥路180号,6300.0,1,1,1,0,1,0,public housing,residential,0,0,0,0,0,0,0,0,0
Jing'an,北京西路605弄30号,6300.0,1,1,1,0,40,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Xuhui,嘉善路171弄,6300.0,1,1,1,0,40,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Pudong,商城路1177弄31号,6300.0,2,0,1,0,49,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,零陵路250弄12号,6300.0,1,1,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,斜土路2179号,6300.0,1,0,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Pudong,蓝村路470弄76号,6300.0,1,1,1,0,40,0,public housing,residential,0,1,1,1,0,0,0,0,3
Huangpu,福州路531号,6300.0,1,1,1,0,40,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,延安西路649弄50号,6400.0,1,1,1,0,50,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,大木桥路450弄6号,6400.0,1,1,1,0,48,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,南丹路333弄2号,6400.0,1,0,1,0,35,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,康健路77弄3号,6400.0,1,1,1,0,35,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,瞿溪路1254弄8号,6400.0,1,1,1,0,35,0,public housing,residential,1,1,1,1,1,1,0,0,6
Xuhui,五原路50弄6号,6500.0,1,1,1,0,40,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Huangpu,瑞金二路48弄11号,6500.0,1,1,1,0,30,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Xuhui,天平路120弄6号,6500.0,1,1,1,1,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,北京西路605弄,6500.0,1,1,1,0,40,0,detached lane house,residential,1,1,0,1,0,0,1,0,4
Xuhui,安福路250弄3号,6500.0,1,1,1,0,40,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,淮海中路1893弄,6500.0,1,1,1,0,60,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,太原路297弄4号,6500.0,1,1,1,0,45,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,马当路278弄,6500.0,1,1,1,0,25,0,attached lane house,residential,1,0,0,0,1,0,1,0,3
Jing'an,康定东路33弄,6500.0,2,1,1,1,45,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Huangpu,瑞金二路48弄11号,6500.0,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,云雾山路531弄27号,6500.0,1,1,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,胶州路398弄3号,6500.0,1,1,1,0,50,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,绍兴路96弄10号,6500.0,1,1,1,1,45,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Jing'an,北京西路605弄30号,6500.0,1,1,1,0,40,0,detached lane house,residential,1,1,1,1,1,0,1,0,6
Huangpu,重庆南路24弄3号,6500.0,1,1,1,1,45,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,昭化东路82弄3号,6500.0,1,1,1,0,50,0,public housing,residential,0,1,0,1,0,0,0,0,2
Xuhui,华山路1100弄14号,6500.0,1,0,1,0,25,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,华山路351弄10号,6500.0,2,1,1,0,45,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,斜土路2208号,6500.0,1,0,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Putuo,丰庄北路480弄85号,6500.0,2,2,1,0,69,0,public housing,multi-use,0,1,1,1,0,0,0,0,3
Putuo,梅岭南路231弄,6500.0,1,1,1,0,50,0,public housing,residential,1,0,0,0,0,0,0,0,1
Huangpu,福州路379弄19号,6500.0,2,2,1,0,55,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,斜土路2181号,6500.0,1,1,1,0,40,0,public housing,residential,0,1,1,1,1,0,0,0,4
Xuhui,襄阳南路259号,6500.0,1,1,1,0,35,0,attached lane house,residential,1,0,0,0,0,0,0,0,1
Jing'an,万航渡路212弄9号,6500.0,1,1,1,1,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,陕西南路188弄14号,6500.0,1,0,1,0,32,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Pudong,乳山路108号,6500.0,1,1,1,0,42,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,陕西南路271弄,6500.0,1,1,1,0,50,0,attached lane house,multi-use,0,1,0,1,0,0,0,0,2
Xuhui,汾阳路108号,6500.0,1,1,1,0,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,复兴中路484号,6500.0,1,1,1,0,45,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,南京西路1984弄19号,6500.0,1,1,1,0,50,0,attached lane house,residential,1,1,1,0,1,0,0,0,4
Xuhui,清真路77号,6500.0,1,0,1,0,35,0,public housing,residential,0,0,0,0,0,1,0,0,1
Xuhui,瑞金二路48弄11号,6500.0,1,0,1,0,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,淡水路89弄14号,6500.0,1,0,1,0,25,0,public housing,multi-use,0,1,0,1,0,0,0,0,2
Xuhui,常熟路116弄1号,6500.0,1,1,1,0,30,0,detached lane house,multi-use,1,0,0,0,0,0,0,0,1
Huangpu,福州路614弄,6500.0,1,1,1,0,50,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,永康路149号,6500.0,1,1,1,0,45,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,娄山关路969弄3号,6500.0,2,0,1,0,50,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,肇嘉浜路853弄20号,6500.0,1,1,1,0,45,0,public housing,multi-use,0,1,0,0,0,0,0,0,1
Putuo,北石路12号,6500.0,2,0,1,0,54,0,public housing,residential,0,1,1,1,1,0,0,0,4
Huangpu,康定东路33弄27号,6500.0,1,2,1,0,60,0,attached lane house,multi-use,0,1,0,1,1,1,0,0,4
Xuhui,天钥桥路10号,6500.0,1,1,1,0,42,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,虹桥路1077弄12号,6500.0,1,1,1,0,48,0,public housing,residential,0,1,1,1,0,0,0,0,3
Huangpu,瞿溪路1072弄34号,6500.0,1,0,1,0,37,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,延安中路913弄89号,6500.0,1,0,1,0,40,0,detached lane house,residential,1,1,1,0,1,1,0,0,5
Xuhui,延安西路379弄30号,6500.0,1,0,1,0,30,0,attached lane house,multi-use,1,1,1,1,1,1,0,0,6
Xuhui,建国西路355弄2号,6500.0,1,1,1,0,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Putuo,金沙江路875弄2号,6500.0,2,0,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,龙华西路31弄36号,6500.0,1,2,1,0,43,0,public housing,residential,0,1,0,0,0,0,0,0,1
Pudong,齐河路28弄33号,6500.0,2,1,1,0,58,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,南丹路333弄24号,6500.0,1,1,1,0,38,0,public housing,residential,0,0,0,0,1,0,0,0,1
Baoshan,长江西路2322号,6500.0,3,1,1,0,66,0,public housing,residential,0,1,1,1,1,0,0,0,4
Xuhui,零陵路651号,6500.0,1,1,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Pudong,南泉路1300弄19号,6500.0,1,1,1,0,43,0,public housing,residential,1,1,1,1,1,1,0,0,6
Xuhui,安福路228号,6500.0,1,1,1,0,40,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Putuo,真北支路263弄14号,6500.0,3,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,康定路389号,6500.0,1,1,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,思南路97号,6500.0,1,1,1,0,30,0,attached lane house,residential,0,0,1,0,0,0,0,0,1
Jing'an,南京西路1173弄,6500.0,1,1,1,0,48,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Changning,玉屏南路380弄126号,6500.0,1,1,1,0,47,0,public housing,residential,1,1,1,1,0,0,0,0,4
Huangpu,河南中路259弄10号,6500.0,2,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,安福路230号,6500.0,1,0,1,0,25,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,江苏路480弄,6500.0,1,0,1,0,20,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,凤阳路644弄10号,6600.0,1,1,1,0,30,0,detached lane house,residential,1,1,1,1,1,1,0,1,7
Jing'an,虹桥路1041弄5号,6600.0,1,1,1,0,35,0,public housing,residential,1,1,1,1,1,1,0,0,6
Changning,武定西路1371弄75号,6600.0,1,1,1,0,38,0,public housing,residential,0,1,1,0,1,0,0,0,3
Pudong,陈行公路1528号,6600.0,2,2,1,0,102,0,attached lane house,residential,0,1,0,0,0,1,0,0,2
Xuhui,小木桥路440弄7号,6600.0,1,0,1,0,35,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,南昌路136弄51号,6600.0,1,0,1,1,31,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,昭化东路200弄4号,6600.0,1,1,1,0,45,0,public housing,residential,0,1,1,1,0,0,0,0,3
Changning,天山二村134号,6600.0,1,1,1,0,39,0,public housing,residential,0,1,1,0,1,0,0,0,3
Changning,愚园路749弄30号,6600.0,1,1,1,0,50,0,detached lane house,residential,0,1,0,1,1,0,0,0,3
Jing'an,新闸路1388号,6600.0,1,1,1,1,35,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Changning,长宁路1135弄107号,6700.0,1,1,1,0,50,0,public housing,residential,0,0,1,1,0,0,0,0,2
Xuhui,龙华西路334弄13号,6700.0,1,1,1,0,35,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,长宁支路160弄9号,6700.0,1,1,1,0,65,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,东安路184号,6700.0,1,1,1,0,35,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,大木桥路599弄100号,6700.0,1,0,1,0,34,0,public housing,residential,0,1,1,0,0,0,0,0,2
Pudong,乳山路200弄33号,6799.0,1,2,1,0,56,0,public housing,residential,0,1,1,0,1,0,0,0,3
Huangpu,陕西南路63弄3号,6800.0,1,1,1,0,20,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Changning,愚园路1032弄,6800.0,1,1,1,0,60,0,attached lane house,residential,1,1,1,1,1,1,0,0,6
Xuhui,太原路237弄,6800.0,1,1,1,0,20,0,attached lane house,residential,0,0,0,0,1,0,0,1,2
Huangpu,马当路278弄85号,6800.0,1,1,1,1,50,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Jing'an,南京西路591弄174号,6800.0,1,0,1,0,1,0,detached lane house,,0,1,1,1,1,0,0,0,4
Jing'an,大沽路256号,6800.0,1,1,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,马当路278弄90号,6800.0,1,2,1,0,50,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Jing'an,凤阳路644弄10号,6800.0,1,1,1,0,40,0,detached lane house,multi-use,1,1,0,1,1,0,0,0,4
Xuhui,安福路275弄13号,6800.0,1,0,1,0,25,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Changning,新华路569弄9号,6800.0,1,0,1,0,38,0,public housing,residential,0,0,1,1,0,0,0,0,2
Xuhui,斜土路2582号,6800.0,1,0,1,0,36,0,public housing,residential,0,1,1,1,0,0,0,0,3
Changning,延安西路649弄70号,6800.0,1,1,1,0,42,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,天平路212弄5号,6800.0,1,1,1,0,40,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Changning,东诸安邦路165弄,6800.0,2,1,1,0,78,0,public housing,residential,1,1,0,0,0,0,0,0,2
Changning,玉屏南路537弄20号,6800.0,1,1,1,0,50,0,public housing,multi-use,1,1,1,0,0,0,0,0,3
Pudong,成山路601弄17号,6800.0,2,1,1,0,61,0,public housing,residential,1,1,1,1,0,0,0,0,4
Xuhui,长乐路920弄3号,6800.0,1,1,1,0,46,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,龙华西路31弄21号,6800.0,1,1,1,0,38,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,北京西路259号,6800.0,1,1,1,1,35,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,南丹路333弄28号,6800.0,1,1,1,0,35,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,陕西南路188弄,6800.0,1,1,1,0,40,0,detached lane house,residential,0,0,0,0,0,1,0,0,1
Changning,长宁支路165弄8号,6800.0,1,1,1,0,45,0,public housing,multi-use,1,1,1,0,0,0,0,0,3
Huangpu,马当路336弄2号,6800.0,1,1,1,0,1,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Xuhui,高邮路50弄2号,6800.0,1,1,1,0,35,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,襄阳南路176号,6800.0,1,1,1,0,40,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Yangpu,打虎山路32号,6800.0,3,1,1,0,87,0,public housing,residential,0,1,0,0,1,1,0,0,3
Huangpu,淮海中路833弄5号,6800.0,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,新华路569弄9号,6800.0,1,0,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,奉贤路306号,6800.0,1,2,1,0,60,0,detached lane house,multi-use,1,1,1,1,1,0,0,0,5
Putuo,曹杨路214弄,6800.0,2,1,1,0,65,0,public housing,residential,1,1,1,1,1,0,0,0,5
Zhabei,芷江西路453弄,6800.0,2,1,1,0,65,0,public housing,residential,0,0,0,0,0,1,0,0,1
Jing'an,延安西路379弄26号,6800.0,1,1,1,0,46,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,泰安路27弄2号,6800.0,1,1,1,0,30,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,南昌路272弄1号,6800.0,1,1,1,0,32,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Changning,定西路380弄3号,6800.0,1,1,1,0,38,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,泰康路276号,6800.0,1,1,1,0,45,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,合肥路620号,6800.0,1,1,1,1,45,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,襄阳南路306弄,6800.0,1,1,1,0,45,0,attached lane house,residential,0,0,0,0,0,1,0,0,1
Xuhui,淮海中路1670弄6号,6800.0,1,1,1,1,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,永康路175弄15号,6800.0,1,1,1,0,45,0,public housing,residential,1,1,1,1,1,0,0,1,6
Xuhui,复兴中路1461弄,6800.0,1,1,1,1,40,0,detached lane house,residential,0,1,0,0,0,0,0,1,2
Xuhui,永康路38弄62号,6800.0,1,1,1,0,45,0,public housing,residential,1,1,1,0,0,0,0,0,3
Huangpu,瞿溪路883弄,6800.0,2,1,1,0,68,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,瞿溪路1365弄4号,6800.0,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,永福路147弄61号,6800.0,1,1,1,0,17,0,detached lane house,residential,1,1,0,0,0,0,1,0,3
Jing'an,康定路848弄29号,6800.0,1,1,1,0,47,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,高安路103号,6900.0,1,1,1,0,50,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,新华路393弄61号,6900.0,1,2,1,0,60,0,attached lane house,residential,0,1,0,1,1,0,0,0,3
Jing'an,延安中路955弄29号,6900.0,1,1,1,0,37,0,public housing,residential,1,1,1,0,1,0,0,0,4
Xuhui,兴国路271弄3号,6900.0,1,1,1,0,50,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,肇嘉浜路853弄,6900.0,1,1,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,肇嘉浜路853弄55支弄1-26号,6900.0,1,1,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,虹桥路693弄35号,6900.0,1,1,1,0,45,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,柿子湾路8弄2号,6900.0,1,0,1,0,36,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,虹桥路1111弄5号,6900.0,1,1,1,0,35,0,public housing,residential,0,1,0,0,1,0,0,0,2
Changning,遵义路740号,6900.0,1,1,1,0,45,0,public housing,residential,1,1,1,0,0,0,0,0,3
Changning,宣化路57弄3号,6900.0,1,1,1,0,45,0,public housing,multi-use,1,1,1,0,0,0,0,0,3
Xuhui,斜土路2582号,6900.0,1,1,1,0,37,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,安顺路231弄34号,6900.0,1,1,1,0,50,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,虹桥路772弄11号,6900.0,1,0,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,武定路78弄3号,6900.0,1,1,1,0,60,0,detached lane house,residential,1,1,0,0,1,0,1,0,4
Huangpu,瑞金二路129弄74号,6996.0,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,长乐路93弄1号,7000.0,2,1,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,成都北路140弄59号,7000.0,1,1,1,0,50,0,detached lane house,residential,1,1,1,1,0,1,0,0,5
Changning,愚园路749弄,7000.0,1,1,1,0,50,0,attached lane house,residential,1,0,0,0,0,0,0,0,1
Jing'an,北京西路605弄20号,7000.0,1,1,1,0,50,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Huangpu,宁波路542弄7号,7000.0,1,1,1,0,40,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Huangpu,香山路24号,7000.0,1,1,1,0,50,0,detached lane house,multi-use,1,1,1,1,0,0,0,0,4
Huangpu,四川中路592号,7000.0,1,2,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,成都北路140弄新里59号,7000.0,1,1,1,0,50,0,detached lane house,residential,1,1,1,1,0,1,0,0,5
Xuhui,隆安路303号,7000.0,2,1,1,0,80,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,威海路910弄82号,7000.0,1,1,1,0,30,0,detached lane house,residential,0,0,1,0,1,0,0,0,2
Jing'an,威海路910弄77号,7000.0,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,马当路328弄5号,7000.0,1,1,1,1,35,0,attached lane house,multi-use,0,1,1,1,0,0,0,0,3
Jing'an,陕西北路97弄21号,7000.0,1,1,1,1,48,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,王家沙花苑20号,7000.0,1,1,1,0,50,0,detached lane house,residential,1,0,0,0,0,0,0,0,1
Jing'an,延安中路740号,7000.0,1,1,1,0,55,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,高安路78弄3号,7000.0,1,1,1,0,40,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,永嘉路172弄3号,7000.0,1,1,1,0,50,0,attached lane house,multi-use,0,1,0,1,1,0,0,0,3
Huangpu,南京东路146弄16号,7000.0,1,1,1,1,45,0,attached lane house,residential,1,1,0,1,0,0,0,0,3
Jing'an,陕西北路119弄21号,7000.0,1,1,1,1,48,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,襄阳南路313弄三楼,7000.0,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,泰康路210弄24号,7000.0,1,0,1,0,16,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Jing'an,延安中路740弄3号,7000.0,1,1,1,0,62,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,南昌路159弄,7000.0,1,1,1,0,25,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,乌鲁木齐中路148弄2号,7000.0,1,1,1,0,35,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,五原87弄9号,7000.0,1,1,1,0,60,0,detached lane house,multi-use,0,0,0,0,0,1,0,0,1
Huangpu,南昌路198弄3号,7000.0,1,1,1,0,65,0,attached lane house,multi-use,1,1,0,1,0,0,0,0,3
Huangpu,江西中路412弄41号,7000.0,2,1,1,0,60,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,陕西北路119弄21号,7000.0,1,1,1,1,48,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,永嘉路250弄,7000.0,1,1,1,0,55,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,安福路250弄7号,7000.0,1,0,1,0,35,0,detached lane house,multi-use,0,1,0,0,1,1,0,0,3
Jing'an,陕西北路119弄21号,7000.0,1,1,1,1,48,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,长乐路434弄22号,7000.0,1,1,1,1,50,0,attached lane house,multi-use,1,1,0,1,0,0,1,0,4
Changning,愚园路520弄,7000.0,1,1,1,0,60,0,detached lane house,residential,1,1,0,1,0,1,0,0,4
Xuhui,陕西南路39弄,7000.0,1,0,1,0,40,0,attached lane house,residential,0,0,1,0,1,0,0,0,2
Jing'an,梦花街73弄1号,7000.0,1,1,1,0,45,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,常德路545弄46号,7000.0,1,2,1,0,65,0,detached lane house,residential,1,1,1,0,1,0,0,0,4
Xuhui,龙水南路96号,7000.0,3,0,1,0,68,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,华阳路20弄,7000.0,2,1,1,0,60,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,龙华中路2373弄12号,7000.0,1,1,1,0,45,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,建国西路354弄17号,7000.0,2,1,1,0,65,0,public housing,residential,0,1,1,0,1,0,0,0,3
Huangpu,思南路115弄1号,7000.0,2,1,1,0,55,0,public housing,residential,1,1,0,1,0,0,0,0,3
Pudong,浦三路628弄5号,7000.0,2,1,1,0,65,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jiading,丰庄西路551弄18号,7000.0,3,0,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,康健路55弄3号,7000.0,1,1,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Minhang,平南四村25号,7000.0,1,1,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Minhang,报春路388弄26号,7000.0,2,2,1,0,65,0,public housing,residential,0,1,0,0,0,0,0,0,1
Pudong,昌里东路190弄17号,7000.0,2,1,1,0,56,0,public housing,residential,0,1,1,1,0,0,0,0,3
