,Unnamed: 0,district,complex_name,rental_period,use_type,building_type,floor,layout,sqmeters,address,price,amenities,descript,address_translate
5844,5844,长宁-中山公园,长宁路234弄小区,长租,住宅,老公房,*/7层,1室1厅1卫,50平米,长宁路234弄5号长宁路234弄小区,7000.0,"['暖气', '浴缸', '户外空间', '空调', '独卫', '阳台', 'WIFI']","['黄金地段', '近地铁2', '11号沿线江苏路站', '精装修1房1厅', '朝南', '目前有租客6月25号退房', '看房需要提前预约', '付佣金']",长宁路234弄5号
5845,5845,长宁-中山公园,绿地海怡,长租,住宅,,*/25层,1室1厅1卫,58平米,延安西路1181号1栋绿地海怡,8800.0,"['暖气', '浴缸', '户外空间', '空调', '独卫', '阳台', 'WIFI']","['实景拍摄', '精装修一房一厅', '紧邻地铁', '随时看房', '付佣金']",延安西路1181号
5846,5846,静安-南京西路,上海美丽园大酒店,长租,住宅,,*/32层,1室1厅1卫,50平米,延安西路396号上海美丽园大酒店,8800.0,"['暖气', '浴缸', '户外空间', '空调', '独卫', '阳台', 'WIFI']","['实景拍摄', '紧邻地铁', '随时看房', '精装修一房一厅', '朝南', '接受短租或长租均可', '付佣金']",延安西路396号
5847,5847,长宁-中山公园,北汪小区,长租,住宅,老公房,*/6层,2室1厅1卫,65平米,东诸安浜路165弄11号北汪小区,7200.0,"['浴缸', '户外空间', '空调', '独卫', '阳台', 'WIFI']","['房子是简约装修2房1厅', '南北户型', '近华敏商业广场', '步行地铁只需要5分钟']",东诸安浜路165弄11号
5848,5848,普陀-长寿路,曹杨二村,长租,住宅,老公房,*/7层,2室1厅1卫,70平米,武宁路276号曹杨二村,7200.0,"['户外空间', '空调', '独卫', '阳台']","['1', '房子是标准两室一厅', '双南房', '家具家电全配', '随时看房', '随时可以签约', '随时可以入住', '2', '小区环境不错', '楼栋采光非常好', '前后均无遮挡', '周围邻居也很和善', '小区有便利店生活也是非常方便的', '3', '周边配套设施完善', '交通很是便利', '骑车几分钟就到地铁口', '步行几分钟就到菜市', '生活娱乐真是超级方便的']",武宁路276号
5849,5849,长宁-江苏路,长新小区,长租,住宅,老公房,*/6层,1室1厅1卫,50平米,长宁路405弄2号长新小区,5800.0,"['户外空间', '空调', '独卫', '阳台']","['1', '屋内家电家具配套齐全', '朝向好', '房子保养的很不错', '随时看房', '随时可以签约', '随时可以入住', '2', '小区环境不错', '楼栋采光非常好', '前后均无遮挡', '周围邻居也很和善', '小区有便利店生活也是非常方便的', '3', '周边配套设施完善', '交通很是便利', '骑车几分钟就到地铁口', '步行几分钟就到菜市', '生活娱乐真是超级方便的']",长宁路405弄2号
5851,5851,普陀-长寿路,格林公寓,长租,住宅,,*/6层,1室1厅1卫,35平米,中山北1228弄1号格林公寓,4400.0,"['空调', '独卫', 'WIFI']","['包宽带发票', '方便停车']",中山北1228弄1号
5852,5852,普陀-长寿路,格林公寓,长租,住宅,,*/6层,1室1厅1卫,35平米,中山北路1228号  栋格林公寓,4400.0,"['', '空调', '独卫', 'WIFI']","['包宽带', '发票', '好停车']",中山北路1228号
5869,5869,徐汇-植物园,汇成一村,长租,住宅,老公房,整栋,1室1厅1卫,45平米,百色路91号汇成一村,4200.0,"['', '空调', '独卫', '阳台']","['上海南站地铁站900米', '小区门口设有多条公交线路经过', '老小区配套齐全', '门口就是菜场', '生活方便']",百色路91号
5870,5870,静安-南京西路,慈惠南里,长租,住宅,老洋房,*/3层,1室1厅1卫,60平米,延安中路930弄43号慈惠南里,8200.0,"['暖气', '户外空间', '', '空调', '独卫']","['现已空出', '房子靠近地铁2号12号线南京西路站500米', '看房随时']",延安中路930弄43号
5873,5873,徐汇-肇嘉浜路,医学院路54弄8号,长租,住宅,新式里弄,*/3层,2室1厅1卫,76平米,医学院路54弄8号医学院路54弄8号,8200.0,"['空调', '独卫']","['交通方便', '地铁7号线9号线500米左右房屋装修精装修房型格局2房1厅1卫看房方便']",医学院路54弄8号
5878,5878,徐汇-老法租界,襄阳南路499弄新里,长租,住宅/工作室,新式里弄,*/3层,1室2厅1卫,65平米,襄阳南路499弄襄阳南路499弄新里,9500.0,"['暖气', '浴缸', '户外空间', '', '空调']","['近肇嘉浜路', '全配', '注', '可住家可办公', '9500元', '提前半天联系看房', '看房请提前半天联系']",襄阳南路499弄襄阳南路499弄新里
5890,5890,静安-南京西路,华山路公房,长租,住宅,老公房,*/6层,1室1厅1卫,40平米,华山路413号413栋华山路公房,8600.0,"['WIFI', '阳台', '独卫', '空调', '户外空间', '浴缸', '暖气']","['楼梯', '一房一厅地址', '华山路413弄', '502室', '户型', '面积40', '报价8600', '30号到期', '看房预约']",华山路413号
5892,5892,静安-南京西路,愚谷邨,长租,住宅/工作室,新式里弄,*/3层,1室0厅1卫,45平米,愚园路361弄愚谷邨,8500.0,"['户外空间', '独卫']","['优秀历史保护建筑', '一楼带院子', '适合工作室']",愚园路361弄愚谷邨
5893,5893,长宁-江苏路,,长租,住宅,老公房,*/7层,1室1厅1卫,52平米,长宁路234弄5号,7000.0,"['空调', '独卫', '阳台']","['房子精装一房一厅带阳台', '找稳定租客', '看房提前联系都方便']",长宁路234弄5号
5894,5894,普陀-长寿路,德怡苑,长租,住宅,老公房,*/21层,2室1厅1卫,76平米,常德路1393弄2号德怡苑,9500.0,"['', '空调', '独卫', '阳台']","['房子精装两房一厅', '看房随时']",常德路1393弄2号
5899,5899,普陀-长寿路,万业新阶,长租,住宅,,*/22层,2室1厅2卫,106平米,中山北路1482号万业新阶,11000.0,"['', '空调', '独卫', '阳台', 'WIFI']","['一周结佣', '随时看房', '多套在租', '精装复式两室公寓', '家具全配', '拎包入住', '看房随时']",中山北路1482号
5902,5902,浦东-金桥,嘉泷汇,长租,住宅,,整栋,4室2厅3卫,189平米,金业路58弄1号嘉泷汇,33000.0,"['暖气', '浴缸', '户外空间', '空调', '', '独卫', '阳台', 'WIFI']","['租赁热线', '周一至周日9AM', '6PM', '租金', '6个月及以上33000', '月', '6个月以下价格有所上浮', '具体请来电咨询', '户型信息', '3房', '书房', '189平米', '本单元户型', '其他房型供选择', '2房', '85平米', '1房', '书房', '89平米', '2房', '书房', '112平米', '公寓配置', '全新整套Indigo家具', '国际品牌', '科勒', '库博士', '西门子', '家电及厨卫设施', '全屋地暖及冷热空调', '卫洗丽', '户外慢跑道', '儿童娱乐天地', '服务内容', '月租金包含宽带', '小区班车', '一周两次清洁服务', '一周一次床上用品更换等', '佣金', '1年租期支付1个月佣金', '1个月以上1年以下按比例支付', '长租', '短租均有丰厚个佣', '800元', '3000元不等', '并有累计奖励制度', '房源位置', '靠近地铁6号', '9号线', '30分钟即可到达浦东机场', '提供班车接送服务', '金桥路6号线地铁站及购物中心', '金桥家乐福', '金桥国际', '嘉里城等', '尚臻金桥服务式公寓毗邻碧云国际社区', '提供悉心管家服务', '周围配套设施完善', '享受高端优质生活', '尚臻携手国际设计大师精心构筑', '由加拿大知名景观设计公司精心规划四大花园', '为住户缔造上佳的生活环境', '也为居住在此的家庭构建了独具魅力的户外亲子空间', '在室内设施的配置上', '尚臻金桥更是精益求精', '百年卫浴品牌科勒', '定制床垫专家金可儿', '德国库博仕厨电为您的生活增光添彩', '更为重要的是全屋布置地暖', '为您驱散冬日的严寒', '如此配置在同类型服务式公寓中可以说是屈指可数']",金业路58弄1号
5903,5903,浦东-金桥,尚臻金桥服务式公寓,长租,住宅,,*/15层,3室2厅1卫,112平米,金业路58弄3号尚臻金桥服务式公寓,26500.0,"['暖气', '户外空间', '']","['租赁热线', '周一至周日9AM', '6PM', '租金', '6个月及以上26500', '月', '6个月以下价格有所上浮', '具体请来电咨询', '户型信息', '2房', '书房', '112平米', '本单元户型', '其他房型供选择', '1房', '书房', '89平米', '2房', '89平米', '3房', '书房', '189平米', '公寓配置', '全新整套Indigo家具', '国际品牌', '科勒', '库博士', '西门子', '家电及厨卫设施', '全屋地暖及冷热空调', '卫洗丽', '户外慢跑道', '儿童娱乐天地', '服务内容', '月租金包含游泳池', '健身房', '宽带', '小区班车', '一周两次清洁服务', '一周一次床上用品更换等', '佣金', '1年租期支付1个月佣金', '1个月以上1年以下按比例支付', '长租', '短租均有丰厚个佣', '800元', '3000元不等', '并有累计奖励制度', '房源位置', '靠近地铁6号', '9号线', '30分钟即可到达浦东机场', '提供班车接送服务', '金桥路6号线地铁站及购物中心', '金桥家乐福', '金桥国际', '嘉里中心等', '尚臻金桥服务式公寓毗邻碧云国际社区', '提供悉心管家服务', '周围配套设施完善', '享受高端优质生活', '尚臻携手国际设计大师精心构筑', '由加拿大知名景观设计公司精心规划四大花园', '为住户缔造上佳的生活环境', '也为居住在此的家庭构建了独具魅力的户外亲子空间', '在室内设施的配置上', '尚臻金桥更是精益求精', '百年卫浴品牌科勒', '定制床垫专家金可儿', '德国库博仕厨电为您的生活增光添彩', '更为重要的是全屋布置地暖', '为您驱散冬日的严寒', '如此配置在同类型服务式公寓中可以说是屈指可数']",金业路58弄3号
5905,5905,浦东-金桥,尚臻金桥服务式公寓,长租,住宅,,*/21层,4室2厅3卫,189平米,金业路58弄1号尚臻金桥服务式公寓,41500.0,"['暖气', '浴缸', '户外空间', '', '空调']","['租赁热线', '周一至周日9AM', '6PM', '租金', '6个月及以上41500', '月', '6个月以下价格有所上浮', '具体请来电咨询', '户型信息', '3房', '书房', '189平米', '本单元户型', '其他房型供选择', '1房', '书房', '89平米', '2房', '89平米', '2房', '书房', '112平米', '公寓配置', '全新整套Indigo家具', '国际品牌', '科勒', '库博士', '西门子', '家电及厨卫设施', '全屋地暖及冷热空调', '卫洗丽', '户外慢跑道', '儿童娱乐天地', '服务内容', '月租金包含游泳池', '健身房', '宽带', '小区班车', '一周两次清洁服务', '一周一次床上用品更换等', '佣金', '1年租期支付1个月佣金', '1个月以上1年以下按比例支付', '长租', '短租均有丰厚个佣', '800元', '3000元不等', '并有累计奖励制度', '房源位置', '靠近地铁6号', '9号线', '30分钟即可到达浦东机场', '提供班车接送服务', '金桥路6号线地铁站及购物中心', '金桥家乐福', '金桥国际', '嘉里城等', '尚臻金桥服务式公寓毗邻碧云国际社区', '提供悉心管家服务', '周围配套设施完善', '享受高端优质生活', '尚臻携手国际设计大师精心构筑', '由加拿大知名景观设计公司精心规划四大花园', '为住户缔造上佳的生活环境', '也为居住在此的家庭构建了独具魅力的户外亲子空间', '在室内设施的配置上', '尚臻金桥更是精益求精', '百年卫浴品牌科勒', '定制床垫专家金可儿', '德国库博仕厨电为您的生活增光添彩', '更为重要的是全屋布置地暖', '为您驱散冬日的严寒', '如此配置在同类型服务式公寓中可以说是屈指可数']",金业路58弄1号
5907,5907,徐汇-龙华,汇龙新苑,长租,住宅,老公房,*/6层,1室2厅1卫,72平米,龙华路3166弄31号汇龙新苑,8500.0,"['', '空调', '独卫', '阳台', 'WIFI']","['1', '屋内家电家具配套齐全', '朝向好', '房子保养的很不错', '随时看房', '随时可以签约', '随时可以入住', '2', '社区环境好', '环境优美', '适宜居住', '人文素质高', '物业管理完善', '小区的容积率非常小', '属于低密度社区', '非常适宜居住', '3', '周边拥有成熟优越的配套设置', '高档小区', '优雅的小区环境', '优质的物业管理', '便捷的交通', '让您的出行更加方便', '快捷', '安全']",龙华路3166弄31号
5911,5911,徐汇-老法租界,安福路,长租,住宅/工作室,老洋房,*/3层,1室0厅1卫,30平米,安福路255弄3号安福路,9000.0,"['空调', '阳台']",['安福路洋房工作室30平米带露台'],安福路255弄3号
5912,5912,徐汇-老法租界,,长租,住宅/工作室,老洋房,*/3层,1室1厅1卫,60平米,五原路205弄1号,14000.0,"['', '空调', '独卫', 'WIFI']","['五原路洋房一室一厅一卫60平米', '带院子近地铁看房随时']",五原路205弄1号
5914,5914,黄浦-新天地 ,,长租,住宅,老洋房,*/3层,1室0厅1卫,13平米,雁荡路55弄7号,3500.0,"['独卫', '空调', '']","['看房提前一天约', '租客6月17号到期']",雁荡路55弄7号
5916,5916,徐汇-老法租界,永福路湖南路,长租,住宅,老洋房,*/3层,1室1厅1卫,45平米,548路200弄1号永福路湖南路,12000.0,"['户外空间', '空调', '独卫']","['看房请提前一天约', '佣金70']",548路200弄1号
5919,5919,静安-南京西路,延康小区,长租,住宅,老公房,*/6层,1室1厅1卫,50平米,延平路237弄20号延康小区,8200.0,"['暖气', '户外空间', '', '', '空调', '独卫', '阳台', 'WIFI']","['低楼带花园', '新装全配', '洗衣机带烘干', '带烤箱']",延平路237弄20号
5920,5920,徐汇-徐家汇,汇龙花苑,长租,住宅,老公房,*/6层,1室2厅1卫,70平米,龙华路3166弄3号汇龙花苑,8500.0,"['', '', '空调', '独卫', '阳台']","['精装全配', '全新装修正规一房两厅近龙漕路地铁站可办理车位', '居住证已空关', '看房方便']",龙华路3166弄3号
5945,5945,普陀-甘泉宜川,汪家井,长租,住宅,老公房,*/6层,1室1厅1卫,35平米,交通路2285弄20号汪家井,4500.0,"['', '空调', '独卫', '阳台', 'WIFI']","['可长短钱', '随时看房密码锁', '佣金当场结算']",交通路2285弄20号
5946,5946,浦东-外高桥,朗诗寓,长租,住宅,,整栋,1室1厅1卫,65平米,洲海路1088弄朗诗寓,5700.0,"['浴缸', '', '户外空间', '', '空调', '独卫', 'WIFI']","['关于我们', '全国地产十强企业', '朗诗集团', '旗下产品', '绿色产品', '大品牌', '更放心', '优惠活动', '上海多店同庆', '特价促销', '租六个月即享免租一个月', '免费专享', '免费健身房', '台球室', '兵乓球室', '书吧及办公厅', '影音厅', '免费社区活动', '24H免费自助咖啡机及纯净水', '欢迎入住', '我们承诺不收取任何中介费', '照片全实景拍摄', '租金支持押一付一', '欢迎您的入住', '交通', '6号线洲海路站步行300米即到', '半小时可到达陆家嘴', '金桥', '世纪大道', '五角场商圈', '公寓配套', '房内设施', '整租独门独户', '实体墙隔音效果超棒', '品牌家具家电', '配置齐全', '落地窗丨冰箱丨厨房丨洗衣机丨空调丨电信宽带丨沙发丨衣柜丨大床丨桌椅丨独立卫浴公寓免费公区', '健身房丨电影厅丨咖啡厅丨书吧丨台球丨乒乓球丨瑜伽丨休闲雅座丨社区平台', '以上全部免费使用', '公寓服务', '1', '管家驻店服务', '2', '24小时监控及保安', '3', '丰巢快递服务', '4', '房间设备免费更换维修', '周边生活配套', '森兰商都丨阳光天地丨迪卡侬丨森兰金地菜市场丨欧尚商场丨森兰美伦生活设施便利', '众多购物及休闲场所步行5min可达']",洲海路1088弄朗诗寓
